accession,GC_Content,tRNAs,Cgenes,Pgenes,CRISPR
NZ_LS483381,43.661,63,1889,93,1
NZ_LS483378,43.508,67,1946,103,0
NZ_CP007631,35.494,81,2110,70,1
NZ_CP007632,35.462,81,1928,54,2
NZ_CP007572,35.751,80,2063,68,0
NZ_CP007571,35.886,80,2043,63,0
NZ_CP007570,35.933,82,2071,61,0
NZ_CP010867,35.516,80,1958,61,1
NZ_CP011325,35.657,80,1912,58,1
NZ_CP011329,35.654,80,1987,70,1
NZ_CP010319,35.487,63,1868,45,1
NZ_CP012419,35.482,81,2025,63,2
NZ_CP013202,35.385,80,2037,72,1
NZ_CP012480,35.727,90,1873,88,1
NZ_CP010874,35.4,73,1987,62,2
NZ_CP010875,35.38,69,1912,62,2
NZ_CP016391,35.438,74,1977,67,2
NZ_CP012503,35.598,80,2039,65,1
NZ_CP016501,35.818,80,2010,80,1
NZ_CP013908,35.575,80,1968,63,0
NZ_CP019979,35.667,80,1949,91,1
NZ_CP019978,35.767,80,2069,75,2
NZ_CP020449,35.749,80,2055,65,0
NZ_CP021862,35.752,80,2100,81,2
NZ_CP021865,35.482,81,2022,64,2
NZ_CP021864,35.482,81,2024,63,2
NZ_CP021866,35.482,81,2021,66,2
NZ_CP021867,35.711,81,2082,68,1
NZ_CP021868,35.604,80,2032,67,1
NZ_CP021869,35.637,80,1956,85,1
NZ_CP021870,35.543,80,1921,61,1
NZ_CP021863,35.482,81,2023,64,2
NZ_CP008813,35.649,70,2009,47,1
NZ_CP022537,35.494,81,1994,77,1
NZ_CP025027,35.39,80,1886,61,2
NZ_CP025028,35.483,81,2000,87,2
NZ_CP025029,35.424,80,1951,58,2
NZ_CP025026,35.417,80,1913,69,2
NZ_CP021769,35.45,80,1925,63,1
NZ_CP021770,35.598,80,2023,81,1
NZ_CP021773,35.734,80,2077,96,1
NZ_CP021771,35.449,95,1937,74,2
NZ_CP021772,35.447,80,2028,64,1
NZ_CP030845,35.376,71,1963,58,1
NZ_CP031556,35.711,80,2082,77,1
NZ_CP033822,35.6,81,1998,63,0
NZ_CP034315,35.654,80,1921,68,1
NZ_AP018935,35.6,80,2051,82,1
NZ_CP029561,35.677,91,1972,81,1
NZ_CP029749,35.515,80,1957,71,1
NZ_CP044091,35.431,81,1932,67,1
NZ_CP044090,35.801,80,2097,61,1
NZ_CP026082,35.797,80,2112,103,1
NZ_CP026084,35.729,81,2023,56,1
NZ_CP049938,35.657,80,1913,58,1
NZ_CP036376,35.764,80,2060,63,2
NZ_CP053027,35.656,80,1957,59,1
NZ_CP058666,35.731,80,2080,75,1
NZ_CP059383,35.661,82,2045,69,1
NZ_CP041998,35.529,80,1959,58,1
NZ_CP041999,35.558,80,2029,63,1
NZ_CP042000,35.52,80,1963,65,1
NZ_CP042001,35.676,80,2028,61,1
NZ_CP042002,35.494,80,1940,61,1
NZ_CP038809,35.447,80,1915,52,1
NZ_CP086129,35.457,80,1947,52,2
NZ_CP086130,35.454,81,1926,61,2
NZ_CP053886,35.56,80,2024,62,1
NZ_CP053887,35.519,79,1965,66,1
NZ_CP053888,35.476,76,1980,62,1
NZ_CP053889,35.523,80,1961,69,1
NZ_CP053890,35.346,80,1987,56,1
NZ_CP053891,35.535,80,1965,63,1
NZ_CP054054,35.56,80,2024,62,1
NZ_CP054055,35.456,80,1942,50,1
NZ_AP020310,35.634,81,2117,85,1
NZ_LT545678,35.91,79,2088,101,1
NZ_LT714196,35.522,81,2068,80,1
NZ_LS483342,35.415,80,1936,56,2
NZ_LS483387,35.469,74,1928,52,1
NZ_LR134265,35.808,80,2089,104,0
NZ_LR134512,35.601,80,1889,57,1
NZ_LR134520,35.628,91,1952,64,1
NZ_CP007593,39.756,59,2026,195,0
NZ_LN847353,39.691,40,1818,225,0
NZ_LN831051,39.726,58,1934,191,0
NZ_CP018136,39.865,60,2078,158,0
NZ_CP018137,39.855,58,1907,147,0
NZ_CP018138,39.855,58,1905,151,0
NZ_CP018347,39.774,58,1910,166,0
NZ_AP017971,39.643,58,1958,185,0
NZ_CP025076,39.624,58,1946,154,0
NZ_CP018838,39.807,59,1930,156,0
NZ_CP025256,39.69,58,1966,171,0
NZ_CP026670,39.489,58,2044,148,0
NZ_CP027540,39.707,58,1862,156,0
NZ_CP031247,39.747,58,1961,174,0
NZ_CP031245,39.672,58,1937,144,0
NZ_CP031248,39.451,58,2042,163,0
NZ_CP031246,39.521,58,1933,159,0
NZ_CP025838,39.83,59,1883,180,0
NZ_AP018391,39.9,58,1861,154,0
NZ_AP018938,39.672,58,1936,145,0
NZ_AP018937,39.719,58,1892,167,0
NZ_AP018936,39.703,58,1977,172,0
NZ_AP019192,39.523,58,1958,195,0
NZ_CP019299,39.664,57,1876,161,0
NZ_CP035897,39.76,58,1867,182,0
NZ_CP038808,39.715,57,1845,169,0
NZ_CP045931,39.668,58,1898,149,0
NZ_CP050175,39.578,58,1973,172,0
NZ_CP053210,39.737,58,2071,150,0
NZ_CP046354,39.515,58,1972,144,0
NZ_CP046355,39.495,58,2043,149,0
NZ_CP046356,39.513,58,1985,147,0
NZ_CP046357,39.511,58,1980,150,0
NZ_CP046358,39.511,58,1977,146,0
NZ_CP046359,39.524,58,1962,145,0
NZ_CP046360,39.638,58,1943,143,0
NZ_CP046379,39.515,58,1988,147,0
NZ_CP071871,39.726,58,1983,171,0
NZ_CP061208,39.708,58,1864,154,0
NZ_CP079922,39.719,58,1846,168,0
NZ_CP079923,39.719,58,1829,182,0
NZ_CP082820,39.721,58,1893,165,0
NZ_CP051650,39.716,58,1826,194,0
NZ_CP083627,39.666,59,1947,171,0
NZ_CP071916,39.8,59,2041,158,0
NZ_CP071918,39.809,59,2093,159,0
NZ_CP071917,39.808,59,2093,160,0
NZ_CP035239,39.642,58,1955,174,0
NZ_CP035237,39.767,58,1944,159,0
NZ_CP035257,39.562,59,1988,170,0
NZ_CP035258,39.762,59,1947,174,0
NZ_CP035259,39.722,58,1893,175,0
NZ_CP035260,39.798,58,1831,147,0
NZ_CP035261,39.686,58,1929,158,0
NZ_CP035262,39.637,58,1914,160,0
NZ_CP035263,39.665,60,1953,172,0
NZ_CP035241,39.766,58,1831,154,0
NZ_CP035242,39.682,58,1937,169,0
NZ_CP035243,39.718,58,1953,163,0
NZ_CP035244,39.631,59,1952,158,0
NZ_CP035245,39.81,58,1901,165,0
NZ_CP035246,39.891,58,1837,184,0
NZ_CP035247,39.897,58,1839,184,0
NZ_CP035248,39.637,58,1915,172,0
NZ_CP035264,39.735,58,2009,151,0
NZ_CP035249,39.615,58,1950,205,0
NZ_CP035251,39.648,58,1903,152,0
NZ_CP035252,39.685,60,2012,160,0
NZ_CP035254,39.774,58,1954,152,0
NZ_CP035256,39.718,60,2090,171,0
NZ_CP035265,39.714,59,1950,151,0
NZ_CP035234,39.593,59,1957,159,0
NZ_CP035238,39.707,58,1856,167,0
NZ_CP035235,39.571,59,2001,157,0
NZ_CP035236,39.644,58,1918,170,0
NZ_CP038252,39.812,58,1932,178,0
NZ_CP038251,39.657,58,1915,160,0
NZ_CP038253,39.681,60,2002,172,0
NZ_CP090881,39.809,58,1856,160,0
NZ_CP090882,39.704,58,1897,159,0
NZ_CP090883,39.81,58,1861,158,0
NZ_CP090884,39.811,58,1860,158,0
NZ_CP090885,39.704,58,1902,164,0
NZ_CP090886,39.718,58,1887,165,0
NZ_CP090887,39.703,58,1897,160,0
NZ_CP090888,39.837,58,1870,167,0
NZ_CP090889,39.811,58,1855,160,0
NZ_CP060156,39.513,58,2018,161,0
NZ_LS483374,39.707,58,1856,165,0
NZ_LS483390,39.719,58,1846,168,0
NZ_LS483417,39.709,58,1917,168,0
NZ_LS483448,39.774,58,1980,184,0
NZ_LS483523,39.729,58,1959,163,0
NZ_LS483449,39.664,58,1909,162,0
NZ_LS483450,39.575,58,1965,183,0
NZ_LS483451,39.714,58,2026,179,0
NZ_LR129840,39.619,58,2007,166,0
NZ_LR129841,39.613,58,1897,165,0
NZ_LR129843,39.814,58,1905,161,0
NZ_LR129844,39.812,58,1904,162,0
NZ_LR595848,39.654,58,1959,163,0
NZ_LR134294,39.656,58,1944,156,0
NZ_LR216050,39.613,47,1935,151,0
NZ_LR216060,39.413,44,2055,194,0
NZ_LR216065,39.532,45,1946,181,0
NZ_LR216064,39.512,46,1923,157,0
NZ_LR536843,39.518,46,1909,179,0
NZ_OV904788,39.753,58,1958,157,0
NZ_CP077685,38.531,67,1598,47,2
NZ_CP008926,38.481,67,1712,65,0
NZ_CP008695,38.606,57,1746,64,0
NZ_CP007240,38.599,67,1551,38,1
NZ_CP009612,38.456,67,1810,51,1
NZ_CP007241,38.484,67,1610,61,2
NZ_CP007537,38.468,57,1815,58,1
NZ_CP011415,38.629,67,1675,52,0
NZ_CP007560,38.505,67,1790,59,0
NZ_CP007561,38.533,67,1609,51,1
NZ_CP007562,38.618,67,1534,38,1
NZ_CP011535,38.352,67,1764,52,2
NZ_CP008776,38.499,54,1695,53,2
NZ_CP011068,38.249,66,1810,54,2
NZ_HG316453,38.553,67,1529,54,2
NZ_CP012045,38.453,67,1826,55,2
NZ_CP010449,38.323,67,1812,59,1
NZ_CP010450,38.563,67,1648,44,1
NZ_CP014139,38.286,67,1649,100,2
NZ_AP014585,38.511,67,1564,79,2
NZ_CP014027,38.541,67,1703,51,2
NZ_CP013672,38.557,67,1744,54,0
NZ_CP013838,38.551,57,1614,60,2
NZ_CP013839,38.51,57,1522,53,2
NZ_CP013840,38.521,57,1557,55,2
NZ_CP015238,38.416,44,1587,66,0
NZ_CP011069,38.362,67,1703,62,1
NZ_LN831034,38.503,67,1823,61,1
NZ_CP014542,38.604,67,1771,61,1
NZ_CP022206,38.545,67,1795,50,0
NZ_CP022354,38.538,67,1801,48,0
NZ_CP020027,38.566,57,1712,58,1
NZ_CP020082,38.596,67,1774,62,1
NZ_AP014596,38.544,57,1811,62,0
NZ_AP017629,38.521,56,1559,56,2
NZ_CP023769,38.345,67,1691,53,1
NZ_CP021640,38.459,67,1629,50,0
NZ_CP028148,38.48,67,1791,53,1
NZ_CP028140,38.528,67,1632,55,0
NZ_CP027771,38.37,67,1702,46,1
NZ_AP018337,38.578,67,1814,58,0
NZ_CP031770,38.541,67,1746,77,1
NZ_CP029694,38.593,67,1776,54,0
NZ_CP033767,38.537,67,1680,50,1
NZ_CP033815,38.576,67,1814,55,0
NZ_CP033907,38.541,67,1743,78,1
NZ_CP033908,38.542,67,1745,77,1
NZ_CP032665,38.343,67,1697,58,2
NZ_CP032666,38.342,67,1695,51,2
NZ_CP028841,38.503,67,1818,59,1
NZ_CP032699,38.489,67,1707,61,1
NZ_CP032700,38.365,67,1647,64,1
NZ_CP033337,38.422,67,1829,55,0
NZ_CP033335,38.688,67,1605,79,0
NZ_CP033336,38.512,67,1656,53,1
NZ_CP033621,38.606,67,1711,58,1
NZ_CP031638,38.417,67,1659,48,1
NZ_CP031637,38.38,67,1812,54,1
NZ_CP031639,38.371,67,1748,50,2
NZ_CP031640,38.162,67,1805,62,2
NZ_CP031617,38.375,67,1742,61,2
NZ_CP031618,38.272,67,1788,59,2
NZ_CP031619,38.37,67,1832,52,2
NZ_CP031621,38.344,67,1691,61,2
NZ_CP031622,38.348,67,1761,53,2
NZ_CP031623,38.343,67,1766,55,2
NZ_CP031624,38.34,67,1690,58,2
NZ_CP031625,38.349,67,1763,50,2
NZ_CP031627,38.373,67,1737,63,2
NZ_CP031628,38.352,67,1688,54,2
NZ_CP031629,38.376,67,1748,53,2
NZ_CP031630,38.363,67,1685,52,2
NZ_CP031631,38.362,67,1748,50,2
NZ_CP031633,38.339,67,1692,57,1
NZ_CP031634,38.347,67,1695,52,1
NZ_CP031620,38.361,67,1667,54,2
NZ_CP031626,38.356,67,1664,59,2
NZ_CP031632,38.372,67,1725,50,2
NZ_CP031635,38.243,67,1742,54,2
NZ_CP031636,38.335,67,1696,49,2
NZ_CP031738,38.525,67,1733,67,1
NZ_CP035426,38.589,76,1575,46,1
NZ_CP035427,38.466,67,1738,60,0
NZ_CP035428,38.416,67,1631,59,1
NZ_CP035430,38.519,67,1744,62,0
NZ_CP035431,38.488,67,1594,73,0
NZ_CP035435,38.564,67,1644,50,0
NZ_CP035437,38.44,67,1625,49,0
NZ_CP035438,38.32,67,1778,74,2
NZ_CP035440,38.501,67,1596,56,2
NZ_CP035443,38.402,67,1764,45,0
NZ_CP035447,38.402,67,1644,45,0
NZ_CP035449,38.552,67,1695,50,0
NZ_CP035448,38.471,67,1674,51,0
NZ_CP035450,38.597,67,1516,46,1
NZ_CP035451,38.485,67,1685,44,0
NZ_CP035452,38.478,67,1552,58,0
NZ_CP035454,38.564,67,1572,47,1
NZ_CP035429,38.554,67,1646,55,1
NZ_CP035432,38.585,67,1638,60,1
NZ_CP035433,38.566,64,1601,55,0
NZ_CP035434,38.605,67,1710,59,1
NZ_CP035436,38.538,67,1633,63,1
NZ_CP035439,38.539,67,1638,45,2
NZ_CP035441,38.529,67,1700,53,2
NZ_CP035442,38.493,67,1683,54,0
NZ_CP035444,38.544,67,1558,56,2
NZ_CP035445,38.483,57,1587,57,2
NZ_CP035453,38.547,67,1708,60,0
NZ_CP035455,38.613,67,1669,40,0
NZ_CP035446,38.533,67,1549,57,1
NZ_CP040997,38.503,67,1824,60,1
NZ_AP019548,38.582,67,1599,66,2
NZ_CP044093,38.537,67,1692,51,1
NZ_CP045930,38.559,67,1555,57,2
NZ_CP036530,38.521,57,1559,54,2
NZ_CP036531,38.521,57,1560,54,2
NZ_CP047120,38.396,90,1870,73,2
NZ_CP049799,38.327,75,1599,73,2
NZ_CP043530,38.535,67,1698,48,2
NZ_CP051138,38.488,67,1742,69,1
NZ_AP023387,38.586,67,1820,52,0
NZ_AP023388,38.345,65,1694,53,2
NZ_AP023389,38.538,67,1720,58,1
NZ_AP023390,38.559,67,1558,54,2
NZ_CP041408,38.509,67,1787,61,0
NZ_CP061134,38.537,67,1686,80,1
NZ_CP061132,38.496,67,1802,72,1
NZ_CP061131,38.527,67,1767,70,1
NZ_CP061133,38.518,57,1689,79,1
NZ_CP065927,38.545,67,1677,64,0
NZ_CP067008,38.601,67,1780,54,0
NZ_CP067010,38.601,67,1778,54,0
NZ_CP067009,38.601,67,1779,55,0
NZ_CP070994,38.499,57,1706,50,2
NZ_CP072112,38.553,67,1707,51,1
NZ_CP049187,38.468,67,1690,52,1
NZ_CP049685,38.561,67,1678,82,1
NZ_CP049686,38.54,67,1618,84,1
NZ_CP049687,38.557,67,1682,81,1
NZ_CP049688,38.499,67,1734,73,1
NZ_CP049689,38.488,67,1799,71,1
NZ_CP049690,38.556,67,1679,81,1
NZ_CP049691,38.541,67,1621,81,1
NZ_CP049692,38.487,67,1736,74,1
NZ_CP049693,38.492,67,1736,70,1
NZ_CP049694,38.553,67,1679,81,1
NZ_CP049695,38.499,67,1731,73,1
NZ_CP049696,38.492,67,1737,72,1
NZ_CP049697,38.487,67,1740,71,1
NZ_CP055246,38.508,57,1693,81,1
NZ_CP060638,38.412,57,1711,66,2
NZ_CP060639,38.534,67,1805,81,1
NZ_CP060640,38.559,67,1568,48,2
NZ_CP060641,38.52,67,1669,73,1
NZ_CP060642,38.509,67,1686,53,1
NZ_CP060643,38.483,64,1617,48,2
NZ_CP060644,38.615,67,1587,58,1
NZ_CP060645,38.423,57,1733,65,0
NZ_CP060646,38.44,67,1707,60,1
NZ_CP060647,38.636,67,1632,43,0
NZ_CP060648,38.463,47,1706,52,2
NZ_CP060649,38.428,67,1669,72,1
NZ_CP072523,38.615,67,1700,55,0
NZ_CP064364,38.503,67,1820,56,1
NZ_CP066541,38.566,67,1630,51,1
NZ_CP097251,38.514,57,1801,47,0
NZ_LS483298,38.44,66,1792,64,0
NZ_LS483307,38.556,67,1846,50,0
NZ_LS483315,38.559,67,1639,56,2
NZ_LS483321,38.537,67,1722,58,2
NZ_LS483322,38.567,67,1580,50,0
NZ_LS483320,38.556,67,1846,50,0
NZ_LS483323,38.531,67,1627,53,2
NZ_LS483326,38.645,67,1584,49,0
NZ_LS483327,38.527,67,1679,48,0
NZ_LS483331,38.504,67,1680,41,0
NZ_LS483330,38.448,57,1734,44,1
NZ_LS483329,38.619,67,1606,52,2
NZ_LS483336,38.557,67,1742,46,1
NZ_LS483332,38.482,67,1732,47,0
NZ_LS483333,38.444,67,1635,51,1
NZ_LS483334,38.589,67,1679,63,0
NZ_LS483337,38.474,67,1640,60,0
NZ_LS483521,38.614,67,1575,65,1
NZ_LS483335,38.556,67,1844,51,0
NZ_LS483345,38.521,67,1610,53,1
NZ_LS483352,38.532,67,1754,47,0
NZ_LS483344,38.608,77,1703,63,0
NZ_LS483340,38.519,67,1667,50,1
NZ_LS483338,38.549,67,1602,38,1
NZ_LS483351,38.595,67,1801,57,0
NZ_LS483347,38.527,67,1791,61,1
NZ_LS483353,38.593,57,1626,56,0
NZ_LS483357,38.492,67,1735,75,1
NZ_LS483355,38.568,67,1572,56,2
NZ_LS483359,38.529,67,1551,57,2
NZ_LS483356,38.569,67,1849,56,0
NZ_LS483360,38.452,67,1787,55,0
NZ_LS483520,38.507,67,1720,58,2
NZ_LS483379,38.537,67,1619,39,1
NZ_LS483389,38.486,67,1780,55,0
NZ_LS483522,38.59,67,1681,48,0
NZ_LS483382,38.564,67,1703,57,0
NZ_LS483391,38.583,67,1761,57,0
NZ_LS483386,38.44,67,1778,50,0
NZ_LS483384,38.403,68,1661,68,1
NZ_LS483394,38.593,67,1618,53,1
NZ_LS483399,38.608,57,1705,48,0
NZ_LS483401,38.552,67,1630,47,1
NZ_LS483407,38.635,67,1659,49,1
NZ_LS483414,38.567,67,1784,51,0
NZ_LS483421,38.513,67,1607,54,1
NZ_LS483415,38.557,67,1640,60,0
NZ_LS483420,38.578,67,1596,64,0
NZ_LS483425,38.438,67,1613,54,2
NZ_LS483430,38.552,67,1597,43,1
NZ_LS483432,38.552,67,1686,57,2
NZ_LS483437,38.599,67,1776,59,1
NZ_LS483442,38.508,67,1650,54,2
NZ_LR031521,38.545,67,1753,52,2
NZ_LR130236,38.501,57,1704,51,2
NZ_LR130237,38.546,67,1618,82,1
NZ_LR130238,38.452,67,1824,55,2
NZ_LR130239,38.467,67,1750,46,0
NZ_LR130240,38.35,67,1694,53,2
NZ_LR134284,38.57,67,1812,61,0
NZ_LR134314,38.652,67,1691,55,0
NZ_LR590466,38.651,87,1753,57,0
NZ_LR590483,38.559,67,1661,55,1
NZ_CP020432,35.618,80,2030,74,1
NZ_LT906454,39.918,59,2070,195,0
NZ_CP007573,38.86,59,1858,65,1
NZ_CP012805,38.99,60,1833,48,3
NZ_CP012719,38.622,59,1823,66,1
NZ_CP068060,38.041,59,2075,108,0
NZ_CP069892,38.789,59,1825,68,2
NZ_AP018548,38.712,59,1805,46,1
NZ_LR134283,38.714,59,1805,62,1
NZ_LR594037,38.66,59,1775,73,1
NZ_CP046521,39.676,67,1960,101,2
NZ_CP053790,39.684,67,1919,102,2
NZ_CP053789,39.74,67,1969,99,3
NZ_CP053792,39.609,57,2048,103,2
NZ_LR134293,39.86,67,1868,99,4
NZ_LR590625,39.72,67,1884,102,2
NZ_AP018726,39.964,67,2017,103,1
NZ_CP044102,39.197,58,2083,86,2
NZ_CP066069,39.661,67,2000,80,2
NZ_CP066073,39.546,68,2160,71,2
NZ_CP068057,39.361,67,1963,110,0
NZ_CP082206,39.541,67,2086,81,1
NZ_LR594046,39.562,67,1978,58,1
NZ_CP046628,37.414,70,1774,16,2
NZ_CP046629,37.384,70,1848,9,3
NZ_CP059471,37.364,70,1811,52,0
NZ_CP075172,37.258,70,1860,14,0
NZ_LR134282,37.515,70,1746,18,1
NZ_LR134292,37.45,62,1625,97,1
NZ_LR594042,37.477,60,1742,19,1
NZ_CP020433,37.661,60,1768,73,1
NZ_AP014880,37.552,60,1910,66,0
NZ_CP053999,37.718,59,1819,72,0
NZ_LS483436,37.707,60,1777,69,0
NZ_LS483388,36.806,67,1910,26,0
NZ_LR594036,36.383,61,1947,61,1
NZ_LR594050,36.64,67,1812,23,0
NZ_LR594052,36.613,67,1808,24,0
NZ_CP043405,40.904,67,1923,63,2
NZ_LR134275,39.65,68,1750,108,1
NZ_LS483343,42.838,64,1787,35,0
NZ_CP010783,36.82,58,1861,69,1
NZ_CP017952,36.833,68,1856,72,1
NZ_CP022392,36.824,58,1900,66,1
NZ_CP024843,36.822,58,1887,67,1
NZ_CP032401,36.835,68,1846,78,1
NZ_CP032400,36.834,68,1857,75,1
NZ_CP025420,35.667,69,2053,74,0
NZ_CP022435,36.68,59,1777,23,0
NZ_LS483397,36.589,69,1870,27,1
NZ_LS483408,36.529,70,1888,39,1
NZ_CP014949,37.587,61,2573,80,1
NZ_CP015410,37.192,59,2740,84,1
NZ_CP019512,37.23,67,3089,66,0
NZ_CP015883,37.449,60,2801,59,1
NZ_CP022059,37.569,60,2664,59,2
NZ_CP029612,37.284,66,2999,63,1
NZ_AP017623,37.748,51,2489,15,1
NZ_CP028285,37.608,58,2931,86,1
NZ_CP031027,37.335,67,3038,73,0
NZ_CP033787,37.361,62,2739,47,0
NZ_AP018538,37.469,63,2922,54,2
NZ_AP018543,37.477,63,2962,54,2
NZ_CP028720,37.252,62,2929,45,0
NZ_CP028724,37.716,58,2571,70,3
NZ_CP028835,37.412,63,2881,152,0
NZ_CP039434,37.796,59,2438,69,1
NZ_CP030042,37.661,60,2746,48,1
NZ_CP030045,37.552,62,2664,57,1
NZ_CP040898,37.456,63,2760,41,2
NZ_CP041012,37.522,62,2655,17,2
NZ_CP039296,37.493,67,3081,61,0
NZ_CP039548,37.527,67,3052,61,0
NZ_CP039549,37.553,67,3039,61,0
NZ_CP041344,37.681,59,2596,18,1
NZ_CP042216,37.65,60,2764,45,2
NZ_CP045045,37.503,62,2717,49,2
NZ_CP049775,37.607,61,2792,54,0
NZ_CP051005,37.301,66,2826,44,2
NZ_CP046108,37.463,60,2851,40,2
NZ_CP046111,37.535,63,2706,64,1
NZ_CP046112,37.535,63,2711,63,1
NZ_CP046113,37.781,58,2437,8,2
NZ_CP060804,37.374,65,3069,84,0
NZ_CP050491,37.781,60,2550,29,2
NZ_CP045598,37.655,57,2498,49,0
NZ_CP068249,37.458,61,2885,103,1
NZ_CP069185,37.584,63,2623,29,2
NZ_CP071172,37.559,64,2673,30,2
NZ_CP071176,37.59,63,2625,26,2
NZ_CP046022,37.552,51,2574,25,2
NZ_CP060796,37.7,64,2572,113,0
NZ_CP065784,37.627,61,2909,85,1
NZ_CP075604,37.191,70,3367,86,0
NZ_CP078015,37.435,63,2751,38,2
NZ_CP078162,37.826,58,2511,31,0
NZ_CP081505,37.579,61,2800,86,1
NZ_CP082231,37.566,65,2802,39,0
NZ_CP085289,37.486,61,2691,60,0
NZ_CP085291,37.362,67,2917,62,0
NZ_CP085294,37.629,61,2896,35,2
NZ_CP063980,37.652,58,2565,28,2
NZ_CP086411,37.532,67,2807,101,1
NZ_CP086558,37.263,65,2839,171,0
NZ_CP086566,37.71,58,2588,26,2
NZ_CP086560,37.411,61,2787,68,2
NZ_CP086564,37.709,58,2569,45,2
NZ_CP086592,37.286,63,2919,64,1
NZ_CP086726,37.259,64,2913,59,0
NZ_CP090558,37.684,60,2663,46,2
NZ_CP091198,37.197,68,3329,174,0
NZ_AP025270,37.639,60,2720,28,1
NZ_CP091884,37.421,61,2829,65,1
NZ_CP091886,37.453,61,2852,59,1
NZ_CP091889,37.321,70,3205,66,1
NZ_CP091892,37.47,62,2962,56,1
NZ_CP091895,37.441,61,2693,42,2
NZ_CP091897,37.428,61,2705,45,2
NZ_CP091899,37.498,62,2929,75,0
NZ_CP091901,37.31,60,2994,101,0
NZ_CP091904,37.42,63,2901,70,1
NZ_CP091906,37.749,60,2691,45,1
NZ_CP092907,37.552,62,2717,48,1
NZ_CP076488,37.576,61,3141,76,0
NZ_CP076493,37.577,62,3135,84,0
NZ_CP076498,37.577,62,3134,83,0
NZ_CP092574,37.397,66,2899,119,1
NZ_CP092576,37.509,67,3052,136,1
NZ_CP093957,37.331,67,3031,76,0
NZ_CP046247,37.616,60,2627,41,2
NZ_CP064374,37.587,63,2676,74,1
NZ_CP097066,37.696,59,2599,24,1
NZ_CP097010,37.699,60,2726,46,1
NZ_CP097006,37.669,58,2526,17,1
NZ_CP097004,37.632,57,2485,18,0
NZ_CP097034,37.624,62,2782,45,2
NZ_CP097002,37.808,58,2496,25,1
NZ_CP097056,37.597,61,2782,27,1
NZ_CP097069,37.713,60,2687,46,1
NZ_CP097020,37.697,59,2603,25,1
NZ_CP097038,37.762,58,2701,43,1
NZ_CP097008,37.711,58,2544,29,2
NZ_CP097046,37.666,60,2659,23,1
NZ_CP097048,37.666,59,2793,21,1
NZ_CP097042,37.61,59,2565,12,1
NZ_CP097030,37.714,58,2531,32,0
NZ_CP097031,37.705,60,2682,37,0
NZ_CP097059,37.645,60,2688,46,0
NZ_CP088198,37.669,58,2526,17,1
NZ_CP088200,37.551,62,2809,59,2
NZ_CP091227,37.635,61,2710,35,1
NZ_CP091231,37.471,63,2832,67,1
NZ_CP091240,37.663,60,2604,32,0
NZ_CP091235,37.388,61,2717,38,2
NZ_CP091237,37.684,57,2528,29,0
NZ_CP053181,37.593,62,2700,33,1
NZ_CP080759,37.41,65,2759,40,2
NZ_LR134312,37.699,58,2493,19,2
NZ_LR594051,37.544,62,2701,55,2
NZ_LR698844,37.716,63,2630,55,1
NZ_OD940431,37.494,60,2708,47,0
NZ_OD940420,37.304,63,2788,48,0
NZ_OD940437,37.561,61,2818,41,2
NZ_OD940422,37.732,60,2653,59,1
NZ_OD940440,37.658,63,2840,61,2
NZ_OD940434,37.59,60,2710,49,0
NZ_CP012522,38.165,68,2365,62,0
NZ_CP013009,38.275,69,2545,69,0
NZ_CP013994,37.869,75,3182,154,0
NZ_CP011828,38.303,66,2652,96,0
NZ_CP011281,38.072,70,2858,118,0
NZ_CP012430,37.813,72,3001,168,0
NZ_CP012460,38.04,71,2963,155,0
NZ_CP016163,38.027,72,2815,203,0
NZ_CP014529,38.112,71,2940,127,0
NZ_CP018065,37.978,71,3003,100,0
NZ_CP018071,38.141,72,2967,156,0
NZ_CP018828,38.055,70,2879,132,0
NZ_CP018830,38.057,70,2867,134,0
NZ_CP019208,37.774,68,3035,134,0
NZ_CP019970,37.99,69,3007,168,0
NZ_CP019992,37.897,70,3160,143,0
NZ_CP019988,37.886,69,3005,127,0
NZ_CP023423,38.045,70,2774,169,0
NZ_CP018128,38.143,71,2841,115,0
NZ_CP017792,38.037,71,2905,128,0
NZ_CP017797,38.037,71,2902,130,0
NZ_CP017787,38.037,71,2903,128,0
NZ_CP025077,38.125,68,2409,116,0
NZ_CP025425,38.107,69,2967,127,0
NZ_CP023780,38.037,71,2835,120,0
NZ_CP023784,38.037,71,2882,126,0
NZ_CP023794,38.032,71,2881,128,0
NZ_CP023789,38.037,71,2881,127,0
NZ_CP023804,38.031,71,2839,123,0
NZ_CP023799,38.033,71,2880,128,0
NZ_CP023808,38.031,71,2912,144,0
NZ_CP021885,38.218,69,2216,103,0
NZ_CP025754,38.051,70,2852,129,0
NZ_CP044316,37.983,70,3060,146,0
NZ_CP027402,38.237,69,2490,82,0
NZ_CP027497,37.969,69,2928,136,0
NZ_CP027506,38.086,68,2930,134,0
NZ_CP027512,38.207,72,2940,123,0
NZ_CP027517,38.024,70,2878,179,0
NZ_CP027501,37.996,69,2959,108,0
NZ_CP020484,38.002,71,2905,121,0
NZ_CP020488,38.002,71,2913,116,0
NZ_CP030110,38.346,68,2451,47,1
NZ_CP032308,38.343,67,2575,148,0
NZ_CP033041,38.477,68,2582,42,0
NZ_CP033206,38.237,70,2878,123,0
NZ_CP025685,38.493,69,2588,116,0
