accession,domain,species,CN,range,average,range_no_cross,average_no_cross,range_normalized,average_normalized
NZ_CP028589,Bacteria,Escherichia coli strain WCHEC4533,7,0.4573,0.076216667,0.8922,0.1487,0.533516667,0.533516667
NZ_CP070906,Bacteria,Escherichia coli strain 88COLEC,7,0.4573,0.076216667,0.8845,0.147416667,0.533516667,0.533516667
NZ_CP041919,Bacteria,Escherichia coli strain Ec40743,7,0.4574,0.076233333,0.8946,0.1491,0.533633333,0.533633333
NZ_OW968011,Bacteria,Escherichia coli isolate 58,7,0.4574,0.076233333,0.4574,0.076233333,0.533633333,0.533633333
NZ_CP009781,Bacteria,Yersinia aldovae 670-83,7,0.4574,0.076233333,0.4574,0.076233333,0.533633333,0.533633333
NZ_CP029614,Bacteria,Lactobacillus johnsonii strain Byun-jo-01,7,0.4574,0.076233333,0.4574,0.076233333,0.533633333,0.533633333
NZ_CP039298,Bacteria,Escherichia coli strain PigCaeca_1,7,0.4575,0.07625,0.4575,0.07625,0.53375,0.53375
NZ_CP040095,Bacteria,Pantoea sp. SO10,7,0.4575,0.07625,0.9337,0.155616667,0.53375,0.53375
NZ_CP026799,Bacteria,Shigella flexneri strain NCTC 9728,7,0.4575,0.07625,0.9198,0.1533,0.53375,0.53375
NZ_CP062863,Bacteria,Escherichia coli strain Res13-Lact-PEB14-36,7,0.4575,0.07625,0.8893,0.148216667,0.53375,0.53375
NZ_CP062908,Bacteria,Escherichia coli strain Res13-Lact-EB12-05,7,0.4575,0.07625,0.8893,0.148216667,0.53375,0.53375
NZ_CP060075,Bacteria,Escherichia coli strain G3/10,7,0.4575,0.07625,0.8861,0.147683333,0.53375,0.53375
NZ_CP085202,Bacteria,Shigella flexneri strain P099,7,0.4575,0.07625,0.7829,0.130483333,0.53375,0.53375
NZ_CP027255,Bacteria,Escherichia coli strain EC11,7,0.4576,0.076266667,0.4576,0.076266667,0.533866667,0.533866667
NZ_CP061530,Bacteria,Escherichia coli strain WEM25,7,0.4576,0.076266667,0.9649,0.160816667,0.533866667,0.533866667
NZ_CP027105,Bacteria,Escherichia coli strain RM14721,7,0.4576,0.076266667,0.8906,0.148433333,0.533866667,0.533866667
NZ_AP022087,Bacteria,Escherichia coli strain WP4-S18-ESBL-07,7,0.4576,0.076266667,0.8885,0.148083333,0.533866667,0.533866667
NZ_CP019778,Bacteria,Escherichia coli strain NCTC86,7,0.4576,0.076266667,0.8514,0.1419,0.533866667,0.533866667
NZ_CP092639,Bacteria,Escherichia coli strain HS,7,0.4577,0.076283333,0.8911,0.148516667,0.533983333,0.533983333
NZ_CP055075,Bacteria,Shigella flexneri strain SWHIN_116,7,0.4577,0.076283333,0.8891,0.148183333,0.533983333,0.533983333
NZ_CP040090,Bacteria,Escherichia coli strain FT130,7,0.4577,0.076283333,0.886,0.147666667,0.533983333,0.533983333
NZ_CP010226,Bacteria,Escherichia coli strain S1,7,0.4577,0.076283333,0.854,0.142333333,0.533983333,0.533983333
NZ_AP023230,Bacteria,Escherichia coli strain YJ4,7,0.4577,0.076283333,0.4577,0.076283333,0.533983333,0.533983333
NZ_CP024269,Bacteria,Escherichia coli strain F8111-1SC3,7,0.4577,0.076283333,0.4577,0.076283333,0.533983333,0.533983333
NZ_CP066315,Bacteria,Providencia rettgeri strain R39,7,0.4578,0.0763,0.9459,0.15765,0.5341,0.5341
NZ_CP058355,Bacteria,Escherichia coli strain AMSCJX03,7,0.4578,0.0763,0.8859,0.14765,0.5341,0.5341
NZ_LT906474,Bacteria,Escherichia coli strain NCTC122,7,0.4578,0.0763,0.8814,0.1469,0.5341,0.5341
NZ_CP032515,Bacteria,Escherichia coli strain 118UI,7,0.4578,0.0763,0.8635,0.143916667,0.5341,0.5341
NZ_CP062824,Bacteria,Escherichia coli O167:H26 strain Res13-Lact-PER13-34,7,0.4578,0.0763,0.4578,0.0763,0.5341,0.5341
NZ_CP010236,Bacteria,Escherichia coli strain S42,7,0.4578,0.0763,0.4578,0.0763,0.5341,0.5341
NZ_CP011286,Bacteria,Yersinia enterocolitica strain KNG22703,7,0.4579,0.076316667,0.9102,0.1517,0.534216667,0.534216667
NZ_CP068818,Bacteria,Escherichia coli strain RIVM_C028803,7,0.4579,0.076316667,0.8873,0.147883333,0.534216667,0.534216667
NZ_CP019280,Bacteria,Escherichia coli strain 13P484A,7,0.4579,0.076316667,0.8594,0.143233333,0.534216667,0.534216667
NZ_CP070026,Bacteria,Escherichia coli strain FDAARGOS_1337,7,0.4579,0.076316667,0.8517,0.14195,0.534216667,0.534216667
NZ_CP048934,Bacteria,Escherichia coli strain 190693,7,0.4579,0.076316667,0.4579,0.076316667,0.534216667,0.534216667
NZ_CP012871,Bacteria,[Enterobacter] lignolyticus strain G5,7,0.458,0.076333333,0.9701,0.161683333,0.534333333,0.534333333
NZ_CP061914,Bacteria,Escherichia coli strain SMBL,7,0.458,0.076333333,0.8928,0.1488,0.534333333,0.534333333
NZ_CP091659,Bacteria,Escherichia coli strain KFu024,7,0.458,0.076333333,0.458,0.076333333,0.534333333,0.534333333
NZ_CP027140,Bacteria,Escherichia coli strain AR_0369,7,0.458,0.076333333,0.458,0.076333333,0.534333333,0.534333333
NZ_CP027462,Bacteria,Escherichia coli isolate 07-4299,7,0.4581,0.07635,0.8916,0.1486,0.53445,0.53445
NZ_LR134082,Bacteria,Escherichia coli strain NCTC9038,7,0.4581,0.07635,0.8902,0.148366667,0.53445,0.53445
NZ_LR134231,Bacteria,Escherichia coli strain NCTC9087,7,0.4581,0.07635,0.889,0.148166667,0.53445,0.53445
NZ_AP023237,Bacteria,Escherichia coli strain F070,7,0.4581,0.07635,0.8819,0.146983333,0.53445,0.53445
NZ_CP055194,Bacteria,Shigella flexneri strain STEFF_10,7,0.4581,0.07635,0.8939,0.148983333,0.53445,0.53445
NZ_CP028732,Bacteria,Escherichia coli strain H3,7,0.4581,0.07635,0.8859,0.14765,0.53445,0.53445
NZ_CP047876,Bacteria,Escherichia coli strain LD22-1,7,0.4582,0.076366667,0.8922,0.1487,0.534566667,0.534566667
NZ_AP022482,Bacteria,Escherichia coli strain STN0717-20,7,0.4582,0.076366667,0.8905,0.148416667,0.534566667,0.534566667
NZ_LR778145,Bacteria,Escherichia coli isolate SC423,7,0.4582,0.076366667,0.8671,0.144516667,0.534566667,0.534566667
NZ_CP058853,Bacteria,Shigella flexneri strain STLEFF_38,7,0.4582,0.076366667,0.9661,0.161016667,0.534566667,0.534566667
NZ_CP090985,Bacteria,Staphylococcus epidermidis strain 50D,7,0.4582,0.076366667,0.661,0.110166667,0.534566667,0.534566667
NZ_CP010145,Bacteria,Escherichia coli strain D5,7,0.4582,0.076366667,0.4582,0.076366667,0.534566667,0.534566667
NZ_CP047665,Bacteria,Escherichia coli strain LD26-1,7,0.4582,0.076366667,0.4582,0.076366667,0.534566667,0.534566667
NZ_CP042588,Bacteria,Escherichia coli strain PK6,7,0.4583,0.076383333,0.8883,0.14805,0.534683333,0.534683333
NZ_CP028757,Bacteria,Escherichia coli strain A17,7,0.4583,0.076383333,0.8883,0.14805,0.534683333,0.534683333
NZ_CP075180,Bacteria,Pseudomonas lundensis strain M105,7,0.4583,0.076383333,0.8758,0.145966667,0.534683333,0.534683333
NZ_CP014225,Bacteria,Escherichia coli str. K-12 substr. MG1655 strain K-12,7,0.4583,0.076383333,0.4583,0.076383333,0.534683333,0.534683333
AP024694,Bacteria,Escherichia coli FUJ80155 DNA,7,0.4583,0.076383333,0.8936,0.148933333,0.534683333,0.534683333
NZ_CP055109,Bacteria,Shigella flexneri strain SWHIN_104,7,0.4583,0.076383333,0.8927,0.148783333,0.534683333,0.534683333
CP017687,Bacteria,Pseudomonas lundensis strain AU1044,7,0.4583,0.076383333,0.4583,0.076383333,0.534683333,0.534683333
NZ_CP024090,Bacteria,Escherichia coli strain WG5,7,0.4584,0.0764,0.8825,0.147083333,0.5348,0.5348
NZ_CP066032,Bacteria,Escherichia coli strain FDAARGOS_1059,7,0.4584,0.0764,0.4584,0.0764,0.5348,0.5348
NZ_CP080255,Bacteria,Escherichia coli strain SJC33,7,0.4584,0.0764,0.8867,0.147783333,0.5348,0.5348
NZ_CP075177,Bacteria,Pseudomonas lundensis strain M101,7,0.4584,0.0764,0.4584,0.0764,0.5348,0.5348
NZ_CP023371,Bacteria,Escherichia coli strain 1283,7,0.4585,0.076416667,0.8949,0.14915,0.534916667,0.534916667
NZ_CP042585,Bacteria,Escherichia coli strain LD91-1,7,0.4585,0.076416667,0.8921,0.148683333,0.534916667,0.534916667
NZ_CP050040,Bacteria,Escherichia coli strain 63-2,7,0.4585,0.076416667,0.8857,0.147616667,0.534916667,0.534916667
NZ_AP021894,Bacteria,Escherichia coli strain 2018-10-1CC,7,0.4585,0.076416667,0.8834,0.147233333,0.534916667,0.534916667
NZ_CP095083,Bacteria,Escherichia coli strain EC6868,7,0.4585,0.076416667,0.8948,0.149133333,0.534916667,0.534916667
NZ_CP071441,Bacteria,Escherichia coli strain EcPF20,7,0.4585,0.076416667,0.4585,0.076416667,0.534916667,0.534916667
NZ_CP010371,Bacteria,Escherichia coli strain 6409,7,0.4586,0.076433333,0.8458,0.140966667,0.535033333,0.535033333
NZ_CP060899,Bacteria,Escherichia coli strain EC21,7,0.4586,0.076433333,0.8914,0.148566667,0.535033333,0.535033333
NZ_CP060073,Bacteria,Escherichia coli strain G4/9,7,0.4586,0.076433333,0.8893,0.148216667,0.535033333,0.535033333
NZ_CP096837,Bacteria,Escherichia coli strain PS10-3,7,0.4586,0.076433333,0.8844,0.1474,0.535033333,0.535033333
NZ_CP015244,Bacteria,Escherichia coli O91 str. RM7190,7,0.4586,0.076433333,0.8718,0.1453,0.535033333,0.535033333
NZ_CP040269,Bacteria,Escherichia coli strain 1500,7,0.4586,0.076433333,0.4586,0.076433333,0.535033333,0.535033333
NZ_CP056036,Bacteria,Escherichia coli strain EC31,7,0.4587,0.07645,0.8935,0.148916667,0.53515,0.53515
NZ_CP080066,Bacteria,Escherichia coli strain 19SZHZ803Rt,7,0.4587,0.07645,0.8816,0.146933333,0.53515,0.53515
NZ_CP030768,Bacteria,Escherichia coli strain 2017C-4173W12,7,0.4587,0.07645,0.4587,0.07645,0.53515,0.53515
NZ_CP092647,Bacteria,Escherichia coli strain EC5502,7,0.4587,0.07645,0.4587,0.07645,0.53515,0.53515
NZ_LR134216,Bacteria,Escherichia coli strain NCTC10973,7,0.4588,0.076466667,0.8901,0.14835,0.535266667,0.535266667
NZ_CP010439,Bacteria,Escherichia coli K-12 strain K-12 MG1655,7,0.4588,0.076466667,0.8878,0.147966667,0.535266667,0.535266667
NZ_CP091700,Bacteria,Escherichia coli strain KFu019,7,0.4588,0.076466667,0.8828,0.147133333,0.535266667,0.535266667
NZ_CP010344,Bacteria,Escherichia coli ECC-1470,7,0.4588,0.076466667,0.8631,0.14385,0.535266667,0.535266667
NZ_CP063503,Bacteria,Escherichia coli strain EH09-18-41,7,0.4588,0.076466667,0.8882,0.148033333,0.535266667,0.535266667
NZ_OW968124,Bacteria,Escherichia coli isolate 10,7,0.4589,0.076483333,0.8957,0.149283333,0.535383333,0.535383333
NZ_CP032449,Bacteria,Salmonella enterica subsp. enterica serovar Dublin strain USMARC-69838,7,0.4589,0.076483333,0.8946,0.1491,0.535383333,0.535383333
NZ_CP037857,Bacteria,Escherichia coli BW25113 strain AM187,7,0.4589,0.076483333,0.8601,0.14335,0.535383333,0.535383333
NZ_CP032679,Bacteria,Escherichia coli str. K-12 substr. MG1655 strain K-12,7,0.4589,0.076483333,0.8581,0.143016667,0.535383333,0.535383333
NZ_CP020520,Bacteria,Escherichia coli strain 190,7,0.4589,0.076483333,0.8956,0.149266667,0.535383333,0.535383333
NZ_CP006890,Bacteria,Bacillus velezensis SQR9,7,0.459,0.0765,0.7584,0.1264,0.5355,0.5355
NZ_CP015750,Bacteria,Pectobacterium wasabiae CFBP 3304,7,0.459,0.0765,0.459,0.0765,0.5355,0.5355
NZ_CP055037,Bacteria,Shigella flexneri strain SWHEFF_60,7,0.459,0.0765,0.8901,0.14835,0.5355,0.5355
NZ_LR134152,Bacteria,Escherichia coli strain NCTC9104,7,0.459,0.0765,0.89,0.148333333,0.5355,0.5355
NZ_CP029239,Bacteria,Escherichia coli strain BH212,7,0.459,0.0765,0.8592,0.1432,0.5355,0.5355
NZ_CP012257,Bacteria,Cronobacter universalis NCTC 9529,7,0.4591,0.076516667,0.9463,0.157716667,0.535616667,0.535616667
NZ_CP055256,Bacteria,Escherichia coli strain AH25,7,0.4591,0.076516667,0.8926,0.148766667,0.535616667,0.535616667
NZ_CP055167,Bacteria,Shigella flexneri strain STEFF_24,7,0.4591,0.076516667,0.8877,0.14795,0.535616667,0.535616667
NZ_CP055179,Bacteria,Shigella flexneri strain STEFF_18,7,0.4591,0.076516667,0.8877,0.14795,0.535616667,0.535616667
NZ_CP032073,Bacteria,Escherichia coli strain CT29,7,0.4591,0.076516667,0.8835,0.14725,0.535616667,0.535616667
NZ_CP010200,Bacteria,Escherichia coli strain M10,7,0.4591,0.076516667,0.4591,0.076516667,0.535616667,0.535616667
NZ_CP027447,Bacteria,Escherichia coli strain 2014C-3075,7,0.4591,0.076516667,0.4591,0.076516667,0.535616667,0.535616667
NZ_CP014099,Bacteria,Shigella sonnei strain FDAARGOS_90,7,0.4591,0.076516667,0.4591,0.076516667,0.535616667,0.535616667
NZ_LR883006,Bacteria,Escherichia coli isolate L5_E1779_ETEC,7,0.4592,0.076533333,0.8955,0.14925,0.535733333,0.535733333
NZ_LR134335,Bacteria,Yersinia enterocolitica subsp. palearctica strain NCTC13769,7,0.4593,0.07655,0.4593,0.07655,0.53585,0.53585
NZ_CP062865,Bacteria,Escherichia coli O39:H21 strain Res13-Lact-PEB08-01,7,0.4593,0.07655,0.9639,0.16065,0.53585,0.53585
NZ_CP076258,Bacteria,Providencia rettgeri strain W986,7,0.4593,0.07655,0.9457,0.157616667,0.53585,0.53585
NZ_CP016628,Bacteria,Escherichia coli strain FORC_041,7,0.4593,0.07655,0.8958,0.1493,0.53585,0.53585
NZ_AP022295,Bacteria,Escherichia coli strain BEC1-S17-ESBL-07,7,0.4593,0.07655,0.8923,0.148716667,0.53585,0.53585
NZ_CP010167,Bacteria,Escherichia coli strain H3,7,0.4593,0.07655,0.8913,0.14855,0.53585,0.53585
NZ_CP080121,Bacteria,Escherichia coli strain PK8217,7,0.4593,0.07655,0.8868,0.1478,0.53585,0.53585
NZ_CP060885,Bacteria,Escherichia coli strain EC24,7,0.4593,0.07655,0.8799,0.14665,0.53585,0.53585
NZ_CP060902,Bacteria,Escherichia coli strain EC20,7,0.4593,0.07655,0.8799,0.14665,0.53585,0.53585
NZ_CP063483,Bacteria,Escherichia coli strain EM03-18-08,7,0.4593,0.07655,0.8565,0.14275,0.53585,0.53585
NZ_AP022173,Bacteria,Escherichia coli strain WP7-S17-ESBL-01,7,0.4594,0.076566667,0.892,0.148666667,0.535966667,0.535966667
NZ_CP080126,Bacteria,Escherichia coli strain PK8568,7,0.4594,0.076566667,0.8906,0.148433333,0.535966667,0.535966667
NZ_CP071436,Bacteria,Escherichia coli strain EcPNK006,7,0.4594,0.076566667,0.8891,0.148183333,0.535966667,0.535966667
NZ_CP081762,Bacteria,Escherichia coli strain CX21,7,0.4594,0.076566667,0.8834,0.147233333,0.535966667,0.535966667
NZ_CP087136,Bacteria,Escherichia coli strain JW5503,7,0.4594,0.076566667,0.8588,0.143133333,0.535966667,0.535966667
NZ_CP056451,Bacteria,Citrobacter freundii strain RHBSTW-00502,7,0.4595,0.076583333,0.901,0.150166667,0.536083333,0.536083333
NZ_LR217818,Bacteria,Escherichia coli strain NCTC86,7,0.4595,0.076583333,0.8932,0.148866667,0.536083333,0.536083333
NZ_AP022030,Bacteria,Escherichia coli strain WP3-S18-ESBL-07,7,0.4595,0.076583333,0.8891,0.148183333,0.536083333,0.536083333
NZ_CP042844,Bacteria,Escherichia coli strain JME66,7,0.4595,0.076583333,0.8884,0.148066667,0.536083333,0.536083333
NZ_CP060908,Bacteria,Escherichia coli strain EC19,7,0.4595,0.076583333,0.8798,0.146633333,0.536083333,0.536083333
NZ_CP062247,Bacteria,Escherichia coli strain AML002_ev03,7,0.4595,0.076583333,0.8589,0.14315,0.536083333,0.536083333
NZ_CP062249,Bacteria,Escherichia coli strain AML002_ev01,7,0.4595,0.076583333,0.8589,0.14315,0.536083333,0.536083333
CP006698,Bacteria,Synthetic Escherichia coli C321.deltaA,7,0.4595,0.076583333,0.8584,0.143066667,0.536083333,0.536083333
NZ_CP025268,Bacteria,Escherichia coli str. K-12 substr. MG1655 strain K-12,7,0.4595,0.076583333,0.8584,0.143066667,0.536083333,0.536083333
NZ_CP026027,Bacteria,Escherichia coli strain LIM,7,0.4595,0.076583333,0.8579,0.142983333,0.536083333,0.536083333
NZ_CP076706,Bacteria,Escherichia coli O170:H18 strain CFIAFB20120266,7,0.4595,0.076583333,0.4595,0.076583333,0.536083333,0.536083333
NZ_CP009365,Bacteria,Pseudomonas soli strain SJ10,7,0.4596,0.0766,0.4596,0.0766,0.5362,0.5362
NZ_CP043195,Bacteria,Escherichia coli O16:H48 strain PG20180062,7,0.4596,0.0766,0.9912,0.1652,0.5362,0.5362
NZ_CP043183,Bacteria,Escherichia coli O16:H48 strain PG20180172,7,0.4596,0.0766,0.8888,0.148133333,0.5362,0.5362
NZ_CP043193,Bacteria,Escherichia coli O16:H48 strain PG20180063,7,0.4596,0.0766,0.8888,0.148133333,0.5362,0.5362
NZ_CP043201,Bacteria,Escherichia coli O16:H48 strain PG20180059,7,0.4596,0.0766,0.8888,0.148133333,0.5362,0.5362
NZ_CP041442,Bacteria,Escherichia coli strain YPE12,7,0.4596,0.0766,0.8874,0.1479,0.5362,0.5362
NZ_CP053573,Bacteria,Citrobacter sp. TSA-1,7,0.4597,0.076616667,0.9047,0.150783333,0.536316667,0.536316667
NZ_OW967975,Bacteria,Escherichia coli isolate 10,7,0.4597,0.076616667,0.8955,0.14925,0.536316667,0.536316667
NZ_CP043187,Bacteria,Escherichia coli O16:H48 strain PG20180170,7,0.4597,0.076616667,0.8888,0.148133333,0.536316667,0.536316667
NZ_CP043189,Bacteria,Escherichia coli O16:H48 strain PG20180175,7,0.4597,0.076616667,0.8888,0.148133333,0.536316667,0.536316667
NZ_CP043191,Bacteria,Escherichia coli O16:H48 strain PG20180173,7,0.4597,0.076616667,0.8888,0.148133333,0.536316667,0.536316667
NZ_CP043203,Bacteria,Escherichia coli O16:H48 strain PG20180058,7,0.4597,0.076616667,0.8888,0.148133333,0.536316667,0.536316667
NZ_CP095155,Bacteria,Escherichia coli strain Iso00041,7,0.4597,0.076616667,0.888,0.148,0.536316667,0.536316667
NZ_CP070930,Bacteria,Escherichia coli strain 30COLEC,7,0.4597,0.076616667,0.8873,0.147883333,0.536316667,0.536316667
NZ_CP062243,Bacteria,Escherichia coli strain AML003_ev03,7,0.4597,0.076616667,0.8589,0.14315,0.536316667,0.536316667
NZ_CP062240,Bacteria,Escherichia coli strain AML001_ev02,7,0.4597,0.076616667,0.8589,0.14315,0.536316667,0.536316667
NZ_CP062241,Bacteria,Escherichia coli strain AML001_ev01,7,0.4597,0.076616667,0.8589,0.14315,0.536316667,0.536316667
NZ_CP062239,Bacteria,Escherichia coli strain AML001_ev03,7,0.4597,0.076616667,0.8588,0.143133333,0.536316667,0.536316667
NZ_CP062242,Bacteria,Escherichia coli strain AML001_par,7,0.4597,0.076616667,0.8588,0.143133333,0.536316667,0.536316667
NZ_CP062244,Bacteria,Escherichia coli strain AML003_ev02,7,0.4597,0.076616667,0.8588,0.143133333,0.536316667,0.536316667
NZ_CP062245,Bacteria,Escherichia coli strain AML003_ev01,7,0.4597,0.076616667,0.8588,0.143133333,0.536316667,0.536316667
NZ_CP062246,Bacteria,Escherichia coli strain AML003_par,7,0.4597,0.076616667,0.8588,0.143133333,0.536316667,0.536316667
NZ_CP062248,Bacteria,Escherichia coli strain AML002_ev02,7,0.4597,0.076616667,0.8588,0.143133333,0.536316667,0.536316667
NZ_CP062250,Bacteria,Escherichia coli strain AML002_par,7,0.4597,0.076616667,0.8588,0.143133333,0.536316667,0.536316667
NZ_CP064678,Bacteria,Escherichia coli K-12 strain CETR3G40,7,0.4597,0.076616667,0.8588,0.143133333,0.536316667,0.536316667
NZ_CP064679,Bacteria,Escherichia coli K-12 strain CETR2G40,7,0.4597,0.076616667,0.8588,0.143133333,0.536316667,0.536316667
NZ_CP064680,Bacteria,Escherichia coli K-12 strain CETR1G40,7,0.4597,0.076616667,0.8588,0.143133333,0.536316667,0.536316667
NZ_CP064681,Bacteria,Escherichia coli K-12 strain BZKR3G40,7,0.4597,0.076616667,0.8588,0.143133333,0.536316667,0.536316667
NZ_CP064682,Bacteria,Escherichia coli K-12 strain BZKR2G40,7,0.4597,0.076616667,0.8588,0.143133333,0.536316667,0.536316667
NZ_CP009273,Bacteria,Escherichia coli BW25113 strain K-12,7,0.4597,0.076616667,0.8588,0.143133333,0.536316667,0.536316667
NZ_CP069132,Bacteria,Escherichia coli BW25113 substr. CHXR1G20,7,0.4597,0.076616667,0.8588,0.143133333,0.536316667,0.536316667
NZ_CP069133,Bacteria,Escherichia coli BW25113 substr. CHXR2G20,7,0.4597,0.076616667,0.8588,0.143133333,0.536316667,0.536316667
NZ_CP044313,Bacteria,Escherichia coli strain RM11911,7,0.4597,0.076616667,0.4597,0.076616667,0.536316667,0.536316667
NZ_CP060928,Bacteria,Escherichia coli strain EC13,7,0.4597,0.076616667,0.4597,0.076616667,0.536316667,0.536316667
NZ_CP088131,Bacteria,Escherichia coli strain 81,7,0.4598,0.076633333,0.8925,0.14875,0.536433333,0.536433333
NZ_CP042843,Bacteria,Escherichia coli strain JME67,7,0.4598,0.076633333,0.8892,0.1482,0.536433333,0.536433333
NZ_CP046025,Bacteria,Escherichia coli strain C439,7,0.4598,0.076633333,0.8886,0.1481,0.536433333,0.536433333
NZ_CP067994,Bacteria,Escherichia coli strain CV601,7,0.4598,0.076633333,0.8886,0.1481,0.536433333,0.536433333
NZ_CP072986,Bacteria,Escherichia coli strain T159A,7,0.4598,0.076633333,0.8886,0.1481,0.536433333,0.536433333
NZ_CP042899,Bacteria,Escherichia coli strain CFSAN061763,7,0.4598,0.076633333,0.8881,0.148016667,0.536433333,0.536433333
NZ_CP046003,Bacteria,Escherichia coli strain 1916D6,7,0.4598,0.076633333,0.8874,0.1479,0.536433333,0.536433333
NZ_CP095271,Bacteria,Escherichia coli strain EC9682,7,0.4599,0.07665,0.8999,0.149983333,0.53655,0.53655
NZ_CP071954,Bacteria,Escherichia coli strain SB0258h1,7,0.4599,0.07665,0.8951,0.149183333,0.53655,0.53655
NZ_LS992171,Bacteria,Escherichia coli isolate Escherichia coli str. TO73,7,0.4599,0.07665,0.892,0.148666667,0.53655,0.53655
NZ_CP042973,Bacteria,Escherichia coli strain CFSAN061768,7,0.4599,0.07665,0.8881,0.148016667,0.53655,0.53655
NZ_CP016018,Bacteria,Escherichia coli strain ER1821R,7,0.4599,0.07665,0.888,0.148,0.53655,0.53655
NZ_CP021202,Bacteria,Escherichia coli strain Z1002,7,0.4599,0.07665,0.85,0.141666667,0.53655,0.53655
NC_017564,Bacteria,Yersinia enterocolitica subsp. palearctica Y11,7,0.4599,0.07665,0.4599,0.07665,0.53655,0.53655
NZ_CP035846,Bacteria,Escherichia coli strain TW10598,7,0.4599,0.07665,0.4599,0.07665,0.53655,0.53655
NZ_CP076527,Bacteria,Escherichia coli strain L3452210II,7,0.46,0.076666667,0.46,0.076666667,0.536666667,0.536666667
NZ_CP015774,Bacteria,Lelliottia amnigena strain ZB04,7,0.46,0.076666667,0.94,0.156666667,0.536666667,0.536666667
NZ_CP042846,Bacteria,Escherichia coli strain JME64,7,0.46,0.076666667,0.8883,0.14805,0.536666667,0.536666667
NZ_CP012380,Bacteria,Escherichia coli strain WAT,7,0.46,0.076666667,0.8714,0.145233333,0.536666667,0.536666667
NZ_CP084893,Bacteria,Escherichia coli strain g94,7,0.46,0.076666667,0.8586,0.1431,0.536666667,0.536666667
NZ_CP084894,Bacteria,Escherichia coli strain g83,7,0.46,0.076666667,0.8586,0.1431,0.536666667,0.536666667
NZ_CP084895,Bacteria,Escherichia coli strain g74,7,0.46,0.076666667,0.8586,0.1431,0.536666667,0.536666667
